תאריך,פריט,סוג_תנועה,כמות,יחידה,עובד,סיבה_הערה
2026-01-30,פולי רובוסטה,out,0.69,"ק""ג",דני,שימוש שוטף
2026-01-30,פולי דקאף,out,0.27,"ק""ג",דני,שימוש שוטף
2026-01-30,קרואסון חמאה,out,5,יח׳,דני,שימוש שוטף
2026-01-30,קרואסון חמאה,out,5,יח׳,מיכל,שימוש שוטף
2026-01-30,קרואסון חמאה,out,5,יח׳,דני,שימוש שוטף
2026-01-30,קרואסון שוקולד,out,7,יח׳,מיכל,שימוש שוטף
2026-01-30,קרואסון שוקולד,out,7,יח׳,מיכל,שימוש שוטף
2026-01-30,מאפה גבינה,out,4,יח׳,דני,שימוש שוטף
2026-01-30,מאפה גבינה,out,4,יח׳,דני,שימוש שוטף
2026-01-30,מאפה גבינה,out,4,יח׳,מיכל,שימוש שוטף
2026-01-30,לימונים,out,0.47,"ק""ג",דני,שימוש שוטף
2026-01-30,לימונים,out,0.47,"ק""ג",דני,שימוש שוטף
2026-01-30,לימונים,out,0.47,"ק""ג",דני,שימוש שוטף
2026-01-30,נענע,out,3.61,צרור,מיכל,שימוש שוטף
2026-01-30,סוכר לבן,out,0.45,"ק""ג",מיכל,שימוש שוטף
2026-01-30,סוכר לבן,out,0.45,"ק""ג",דני,שימוש שוטף
2026-01-30,סוכריות סוכר,out,50,יח׳,דני,שימוש שוטף
2026-01-30,סוכריות סוכר,out,50,יח׳,מיכל,שימוש שוטף
2026-01-30,סוכריות סוכר,out,50,יח׳,מיכל,שימוש שוטף
2026-01-30,סירופ וניל,out,0.05,בקבוק,מיכל,שימוש שוטף
2026-01-30,סירופ וניל,out,0.05,בקבוק,דני,שימוש שוטף
2026-01-30,סירופ וניל,out,0.05,בקבוק,דני,שימוש שוטף
2026-01-30,סירופ קרמל,out,0.22,בקבוק,דני,שימוש שוטף
2026-01-30,כוסות קטנות,out,48,יח׳,דני,שימוש שוטף
2026-01-30,כוסות גדולות take-away,out,32,יח׳,דני,שימוש שוטף
2026-01-30,כוסות גדולות take-away,out,32,יח׳,דני,שימוש שוטף
2026-01-30,מכסים,out,59,יח׳,דני,שימוש שוטף
2026-01-30,מכסים,out,59,יח׳,דני,שימוש שוטף
2026-01-30,מפיות,out,1,חבילה,דני,שימוש שוטף
2026-01-30,מפיות,out,1,חבילה,מיכל,שימוש שוטף
2026-01-30,שקיות נייר,out,17,יח׳,מיכל,שימוש שוטף
2026-01-30,שקיות נייר,out,17,יח׳,מיכל,שימוש שוטף
2026-01-30,מכסים,waste,4,יח׳,דני,פג תוקף
